start_time,close_time,request_id,type,department,address,zipcode,status,problem_category,problem,location_type,park_district,large_crew,material_type,material_condition,description,lat,lon,case_id,parent_case_id,year,geometry
2021/02/28 09:02,2021/04/08 17:30,13960004,Janitorial Maintenance,Parks & Recreation,3000 EDGEMONT ST,19134.0,Closed,Janitorial Maintenance,Trash,Playground,,No,,,"Trash cans are over flowing and there is broken glass in the play ground area

 Custom Fields: 
Custom fields:
Name of the park: Stockley playground
Describe the issue: Trash all over play ground
Exact location within the park: Trash cans
Large Crew & Heavy Machinery To Clean Up?: No",39.9819763,-75.106759,5001M00001g2RZ4,5001M00001fzArz,2021,POINT (490884.68741998094 4425762.22401752)
2021/03/01 10:30,,13961092,Janitorial Maintenance,Parks & Recreation,263 W NORRIS ST,19122.0,In-Progress,Janitorial Maintenance,Glass; Trash,Playground,,No,,,"https://twitter.com/crispysuds/status/1365295260818096130

trash bags and a broken glass/mirror need to be cleaned",39.9811054,-75.1394697,5001M00001g2clq,,2021,POINT (488091.6255943389 4425669.4189952705)
2021/03/08 16:00,,13988035,Janitorial Maintenance,Parks & Recreation,S LAWRENCE ST & QUEEN ST,,In-Progress,Janitorial Maintenance,Odor; Trash,Park,7.0,No,,,"QVNA has received reports of teen smoking, dog poop and other unsavory
things occurring at Weccacoe Playground, 400 Catharine Street.

Currently, there is no rules and regulation sign either on the Catharine
or Queen Street entrances.  Could you please ask Parks & Rec to install
this signage?

Many thanks,

Lucy


Lucy Erdelac
Executive Director    ExecDirector@qvna.org    (215) 339-0975

*Queen Village Neighbors Association*
P. O. Box 63763  Philadelphia, PA 19147  215. 339. 0975

QVNA.org http://qvna.org/  Like us on FACEBOOK
http://facebook.com/queenvillage  Read our MAGAZINE
http://www.qvna.org/crier
Subscribe to watch our Community Meetings on YOUTUBE
http://www.youtube.com/queenvillage",39.9377516,-75.1511842,5001M00001gQaDb,,2021,POINT (487083.24882523593 4420859.232176357)
2021/03/15 09:34,2021/04/09 15:39,14000322,Janitorial Maintenance,Parks & Recreation,PENNSYLVANIA AVE & N 26TH ST,,Closed,Janitorial Maintenance,Trash,Park,,No,,,Trash from condos (2601 Pennsylvania) being dumped into curbside trash cans. Repeat issue.,39.9677944,-75.1801637,5001M00001gSQpd,,2021,POINT (484614.0538323963 4424198.260747249)
2021/03/26 13:49,,14024876,Janitorial Maintenance,Parks & Recreation,263 W NORRIS ST,19122.0,In-Progress,Janitorial Maintenance,Glass; Trash,Playground,,No,,,"https://twitter.com/crispysuds/status/1365295260818096130

trash bags and a broken glass/mirror need to be cleaned

update: resident cleaned up broken glass, but the park still needs some attention.",39.9811054,-75.1394697,5001M00001gigRV,5001M00001g2clq,2021,POINT (488091.6255943389 4425669.4189952705)
2021/03/26 15:38,2023/03/02 03:27,14025418,Janitorial Maintenance,Parks & Recreation,6000 N 5TH ST,19120.0,Closed,Janitorial Maintenance,Trash; Litter,Park,,,,,"Trash, litter and dumped furniture throughout the park.",40.043043,-75.129109,5001M00001gijow,,2021,POINT (488986.2157860698 4432542.571970612)
2021/04/05 13:44,,14050685,Janitorial Maintenance,Parks & Recreation,FOUNTAIN GREEN DR & RESERVOIR DR,,In-Progress,Janitorial Maintenance,Trash,Park,,Yes,,,"large tire pile on the side of the road along a fence in the park

https://twitter.com/orentalks/status/1378926254997565441",39.9857583,-75.1967514,5001M00001hEquO,,2021,POINT (483201.8652653 4426195.065040296)
2021/04/05 13:51,2021/04/05 15:32,14050708,Janitorial Maintenance,Parks & Recreation,3000 EDGEMONT ST,19134.0,Closed,Janitorial Maintenance,Trash,Playground,,,,,Caller requesting playground nears the swings.,39.9819763,-75.106759,5001M00001hEr9E,,2021,POINT (490884.68741998094 4425762.22401752)
2021/04/05 16:41,2021/08/05 13:50,14051530,Janitorial Maintenance,Parks & Recreation,1101 E CAYUGA ST,19124.0,Closed,Janitorial Maintenance,Trash,Playground,,No,,,Ferko Playground needs cleaning,40.0143259,-75.1047499,5001M00001hExIl,5001M00001hEy0T,2021,POINT (491060.4479805741 4429352.509658281)
2021/04/05 19:08,2022/11/10 10:12,14051924,Janitorial Maintenance,Parks & Recreation,W NEDRO AVE & N 6TH ST,,Closed,Janitorial Maintenance,Litter,Park,,,,,Caller is reporting trash needs to pick up in the park.,40.0416496,-75.1313879,5001M00001hF1UC,5001M00001hEzMC,2021,POINT (488791.5835103807 4432388.201318368)
2021/04/06 11:40,2021/04/13 10:07,14053140,Janitorial Maintenance,Parks & Recreation,BORBECK AVE & HALSTEAD ST,,Closed,Janitorial Maintenance,Trash,Recreation Center,,No,,,"Custom Fields: 
Custom fields:
Large Crew & Heavy Machinery To Clean Up?: No
Name of the park: Fox Chase  Recreation Center
Describe the issue: Trash cans overflowing.  Kids Playing no where to put trash. has not been picked in over a week.
Exact location within the park: Ball Park #7",40.0722159,-75.0816671,5001M00001hFAqM,,2021,POINT (493036.2696509295 4435775.722146687)
2021/04/06 16:58,2021/05/05 12:49,14054465,Janitorial Maintenance,Parks & Recreation,4936 SPRUCE ST,19139.0,Closed,Janitorial Maintenance,Trash,Park,,No,,,"All 7 trash cans in the park have been overflowing with refuse for since last week.

 Custom Fields: 
Custom fields:
Large Crew & Heavy Machinery To Clean Up?: No
Name of the park: Barkan Park
Exact location within the park: Trash cans inside the park.
Describe the issue: All the 7 trash cans in the park have been overflowing with refuse for since last week",39.9540105,-75.221558,5001M00001hFLLt,,2021,POINT (481075.1859731931 4422676.351647255)
2021/04/10 15:15,,14063534,Janitorial Maintenance,Parks & Recreation,WOODLAND AVE & S 48TH ST,,New,Janitorial Maintenance,Trash,Park,,No,,,"Overflowing trash can

 Custom Fields: 
Custom fields:
Name of the park: 48th & Woodland Rec Center/Johnson Playground
Describe the issue: Overflowing trash can at end of bench where kids are sitting to play baseball
Exact location within the park: Behind home plate of large field at end of bench, closer to 48th Street entrance
Large Crew & Heavy Machinery To Clean Up?: No",39.9420488,-75.2117132,5001M00001hGbaO,5001M00001XcXO5,2021,POINT (481912.9497815374 4421346.688480117)
2021/04/18 15:03,,14078728,Janitorial Maintenance,Parks & Recreation,3901 TERRACE ST,19128.0,In-Progress,Janitorial Maintenance,Trash,Playground,,No,,,"Overflowing trash needs pick up

 Custom Fields: 
Custom fields:
Name of the park: Wissahickon neighbors park
Describe the issue: Trash overflowing and needs pick up
Exact location within the park: Picnic tables
Large Crew & Heavy Machinery To Clean Up?: No",40.0215052,-75.2133922,5001M00001hdvHU,5001M00001hd3fH,2021,POINT (481790.61401166074 4430165.89631963)
2021/04/18 18:17,2022/10/03 13:17,14078838,Janitorial Maintenance,Parks & Recreation,BOYER ST & PLEASANT ST,,Closed,Janitorial Maintenance,Trash,Playground,,No,Construction Material,,"This is in reference to the trash around the playground(Pleasant playground) it's not being picked up , now that spring is here and the baseball season has started and kids are out the trash that is dumped on that corner is not being pick up and it's bring out rodents also there is trash in the middle of the block at the playground entry that is piling up , also do we report to the building manager or here 311

 Custom Fields: 
Custom fields:",40.0583443,-75.1819181,5001M00001hdxHM,5001M00001WHJW1,2021,POINT (484484.7453329787 4434248.749683714)
2021/04/19 09:53,,14079437,Janitorial Maintenance,Parks & Recreation,6331 WISSAHICKON AVE,19144.0,In-Progress,Janitorial Maintenance,Trash,Park,,No,,,"Park trash is being skipped weekly & cans are overflowing.

 Custom Fields: 
Custom fields:
Name of the park: Thomas Mansion
Describe the issue: The Park trash crew skips weekly pick ups. Park visitors are increasing. More trash. Come pick this up & then maintain the weekly pick ups.
Exact location within the park: Start of the trail head- off Wiss ave.
Large Crew & Heavy Machinery To Clean Up?: No",40.0353669,-75.1930568,5001M00001he302,5001M00001YMqHn,2021,POINT (483529.22910343437 4431700.460435545)
2021/04/23 14:03,2021/05/07 12:59,14091941,Janitorial Maintenance,Parks & Recreation,CHAMOUNIX DR & GREENLAND DR,,Closed,Janitorial Maintenance,Trash,Park,,Yes,,,large pile of tires on the side of the road in fairmount park near this intersection,40.0010584,-75.1991654,5001M00001hfZ8h,,2021,POINT (482999.5577797098 4427893.683942094)
2021/04/26 09:38,2021/05/07 14:46,14094451,Janitorial Maintenance,Parks & Recreation,5300 N 16TH ST,19141.0,Closed,Janitorial Maintenance,Trash,Park,,No,,,Illegal dumping is located inside the park,40.034505,-75.1495415,5001M00001hwsqZ,,2021,POINT (487241.6073054994 4431597.657437926)
2021/04/27 16:53,2021/07/21 19:41,14099269,Janitorial Maintenance,Parks & Recreation,571 W SPENCER AVE,19120.0,Closed,Janitorial Maintenance,Floor; Glass; Trash,Playground,,No,Construction Material,,Customer complaining that fisher park needs weeds cut and trees picked up. There is trash all over the place out there in the park,40.0442891,-75.1302413,5001M00001hxPCn,5001M00001heHBd,2021,POINT (488889.8259384658 4432681.018637567)
2021/04/28 16:11,2021/05/07 17:12,14102154,Janitorial Maintenance,Parks & Recreation,1702 N 52ND ST,19131.0,Closed,Janitorial Maintenance,Trash,Cultural Instituion,,No,,,There are beer bottles and cans at the Mann Center. It is located at the top of the hill outside of the main gate near the main entrance.,39.9808231,-75.2245609,5001M00001hxjwH,,2021,POINT (480826.1792943209 4425652.916517821)
2021/04/28 17:50,2023/04/07 05:40,14102398,Janitorial Maintenance,Parks & Recreation,6750 BOYER ST,19119.0,Closed,Janitorial Maintenance,Trash,Playground,,No,Construction Material,,"Smelly garbage next to ball field

 Custom Fields: 
Custom fields:",40.0579714,-75.181363,5001M00001hxmb7,5001M00001Z5V95,2021,POINT (484532.00387715 4434207.264386636)
2021/04/30 09:05,,14105966,Janitorial Maintenance,Parks & Recreation,1600 JACKSON ST,19145.0,In-Progress,Janitorial Maintenance,Trash,,,No,,,"Custom Fields: 
Custom fields:
Large Crew & Heavy Machinery To Clean Up?: No
Name of the park: Guerin Recreation Center
Describe the issue: there is broken glass all over the flat surface where kids ride bikes and play catch, etc.  Also lots of trash around the edges of the fencing
Exact location within the park: 16th Street between Jackson and Wolf",39.92341,-75.1733879,5001M00001hyEmW,,2021,POINT (485183.1346020052 4419270.922021927)
2021/04/30 14:50,2023/03/02 03:27,14107505,Janitorial Maintenance,Parks & Recreation,641 LINDLEY AVE,19120.0,Closed,Janitorial Maintenance,Trash,Playground,3.0,No,,,There is a swell that is located against the fence in the playground. It is located next to the address of 5231 N Franklin St. There is trash and debris that is covering the swell and when it rains the water is going into the basement.,40.0292722,-75.1358044,5001M00001hyNzt,,2021,POINT (488412.72678439633 4431014.987053343)
2021/05/11 12:55,2021/05/25 11:16,14128994,Janitorial Maintenance,Parks & Recreation,2501 S NEWKIRK ST,19145.0,Closed,Janitorial Maintenance,Glass; Trash,Playground,,No,,,29th st Passyunk Playground needs to be clean and trash can is overflowing.,39.9217447,-75.1943257,5001M00001iIAnP,,2021,POINT (483393.49115506164 4419089.776996964)
2021/05/12 15:58,2021/06/05 11:43,14132488,Janitorial Maintenance,Parks & Recreation,BELMONT AVE & STATES DR,,Closed,Janitorial Maintenance,Trash,Park,,Yes,,,"City Property, offices of the Fairmount Park Conservancy @ the Historic Ohio House",39.9848599,-75.2154177,5001M00001iIYFY,,2021,POINT (481607.94181365054 4426099.0350963725)
2021/05/14 10:21,2021/06/05 13:46,14136301,Janitorial Maintenance,Parks & Recreation,4615 FAIRMOUNT AVE,19139.0,Closed,Janitorial Maintenance,Trash,Park,,No,,,All four corners have trash bags that were emptied from trash can and never picked up.,39.9642868,-75.214223,5001M00001iJ23T,,2021,POINT (481704.4588228205 4423815.383702775)
2021/05/16 09:07,2021/06/05 15:02,14138669,Janitorial Maintenance,Parks & Recreation,WHARTON ST & S 8TH ST,,Closed,Janitorial Maintenance,Trash,Park,,,Construction Material,,"Trash pick-up from Love Your Park Day

 Custom Fields: 
Custom fields:",39.9328387,-75.1575788,5001M00001iJTl3,,2021,POINT (486535.949347968 4420314.89908355)
2021/05/16 13:46,2023/03/10 03:15,14138814,Janitorial Maintenance,Parks & Recreation,2525 E ALLEGHENY AVE,19134.0,Closed,Janitorial Maintenance,Trash,Park,,No,,,"There is human feces and used paper underneath the benches.

 Custom Fields: 
Custom fields:
Name of the park: Campbell Square Park
Describe the issue: There is human feces and used paper underneath the benches.
Exact location within the park: Walk straight in from the corner of Allegheny and Almond. Head towards the center of the park, it?s the first set of benches on the left.
Large Crew & Heavy Machinery To Clean Up?: No",39.9862745,-75.1042985,5001M00001iJW7L,5001M00001ZaXrV,2021,POINT (491095.3282535444 4426239.032380071)
2021/05/17 17:00,2022/08/22 05:49,14141428,Janitorial Maintenance,Parks & Recreation,E FLETCHER ST & SEPVIVA ST,,Closed,Janitorial Maintenance,Trash,Park,,No,,,"Trash can and recycling bin left in park on corner of Fletcher and Sepviva. Hasn?t been claimed by resident and now being used to dump trash

 Custom Fields: 
Custom fields:
Name of the park: Konrad square
Describe the issue: Trash can and recycling bin left in park on corner of Fletcher and Sepviva. Hasn?t been claimed by resident and now being used to dump trash
Exact location within the park: Fletcher and Sepviva
Large Crew & Heavy Machinery To Clean Up?: No",39.9795078,-75.1285009,5001M00001iJqgi,5001M00001bXeYg,2021,POINT (489027.922009858 4425490.694321099)
2021/05/19 17:58,2024/10/14 15:46,14147879,Janitorial Maintenance,Parks & Recreation,POPLAR ST & N 8TH ST,,Closed,Janitorial Maintenance,Trash,Park,,No,,,"The trash has not been picked up for several weeks, it is all overflowing and stinks.

 Custom Fields: 
Custom fields:
Name of the park: 8th + Poplar
Describe the issue: The trash has not been picked up for several weeks, it is all overflowing and stinks.
Exact location within the park: Franklin street entrance
Large Crew & Heavy Machinery To Clean Up?: No",39.9679724,-75.1505156,5001M00001iKY2M,50016000015nRmn,2021,POINT (487146.03047911945 4424213.323525501)
2021/05/20 18:51,2021/06/07 13:07,14151249,Janitorial Maintenance,Parks & Recreation,E DAUPHIN ST & TULIP ST,,Closed,Janitorial Maintenance,Trash,Park,,No,Construction Material,,"On tulip and dauphin corner of the park

 Custom Fields: 
Custom fields:",39.9791741,-75.1273584,5001M00001iKtsn,,2021,POINT (489125.4217591507 4425453.517052084)
2021/05/22 18:33,2021/06/15 13:12,14154583,Janitorial Maintenance,Parks & Recreation,POPLAR ST & N 9TH ST,,Closed,Janitorial Maintenance,Trash,Park,,No,Other,Litter,"*  
Trash needs to be removed

 Custom Fields: 
Custom fields:
Is the trash in the bike lane, street or the sidewalk?: Sidewalk
Large Crew & Heavy Machinery To Clean Up?: No
Is there commercial hazardous waste?: No",39.9681838,-75.1515012,5001M00001iLPPE,,2021,POINT (487061.90046819014 4424236.929242403)
2021/05/24 08:55,,14155369,Janitorial Maintenance,Parks & Recreation,5100 PARRISH ST,19139.0,In-Progress,Janitorial Maintenance,Trash,Park,,No,,,Bags of trash.,39.966833,-75.2228351,5001M00001iLcwf,5001M00001iksCP,2021,POINT (480969.65476206405 4424099.78755578)
2021/05/25 10:41,2021/06/15 15:14,14158894,Janitorial Maintenance,Parks & Recreation,N BROAD ST & NOBLE ST,,Closed,Janitorial Maintenance,Trash,Park,,No,,,"Stay on top of trash pickup

 Custom Fields: 
Custom fields:
Name of the park: Rail Park
Describe the issue: If it hasn?t been done already. There needs to be daily trash removal. I came over the weekend and the trash cans were overflown, with coffee cups on the ground, pizza boxes etc.  As the weather breaks, more food and coffee will be brought at the park, (since we?re across from Elixr and Wood St pizza.) please have someone stay on top of the trash.
Exact location within the park: Trash cans
Large Crew & Heavy Machinery To Clean Up?: No",39.9604228,-75.1617736,5001M00001ih08G,,2021,POINT (486183.0819090011 4423377.079434009)
2021/05/25 13:59,,14159985,Janitorial Maintenance,Parks & Recreation,4901 WAYNE AVE,19144.0,In-Progress,Janitorial Maintenance,Glass; Odor; Trash; Litter,Recreation Center,4.0,No,,,Customer calling t report excessive trash & debris at the happy hollow rec center across the street from his house,40.0246154,-75.1661907,5001M00001ih7Aq,,2021,POINT (485819.1034499391 4430502.519673957)
2021/05/27 18:18,2021/06/15 13:12,14167628,Janitorial Maintenance,Parks & Recreation,POPLAR ST & N 9TH ST,,Closed,Janitorial Maintenance,Trash,Park,,No,Other,Bagged,"Trash at park entrance Franklin st just north of poplar. Not routinely picked up by the city

 Custom Fields: 
Custom fields:
Is the trash in the bike lane, street or the sidewalk?: Sidewalk
Large Crew & Heavy Machinery To Clean Up?: No
Is there commercial hazardous waste?: No",39.9681838,-75.1515012,5001M00001ihuTw,5001M00001iLPPE,2021,POINT (487061.90046819014 4424236.929242403)
2021/05/28 09:34,2021/06/15 17:15,14168456,Janitorial Maintenance,Parks & Recreation,4600 MORRIS ST,19144.0,Closed,Janitorial Maintenance,Trash,Park,,Yes,Other,Litter,"Trash throughout the park


Is the trash in the bike lane, street or the sidewalk?: Sidewalk
Large Crew & Heavy Machinery To Clean Up?: Yes
Is there commercial hazardous waste?: No",40.0206386,-75.1670078,5001M00001ii0oh,,2021,POINT (485748.55365383386 4430061.262095837)
2021/06/02 17:03,2022/07/26 13:39,14177843,Janitorial Maintenance,Parks & Recreation,S BROAD ST & PATTISON AVE,,Closed,Janitorial Maintenance,Trash,Park,,No,,,"The skate park trash cans have not been collected. Trash is blowing everywhere

 Custom Fields: 
Custom fields:
Name of the park: FDR
Describe the issue: The trash bins are full and uncollected. Trash is abundant everywhere.
Exact location within the park: Skate Park
Large Crew & Heavy Machinery To Clean Up?: No",39.9054196,-75.1738482,5001M00001ijOir,5001M00001cqvKZ,2021,POINT (485139.91221671685 4417274.268009435)
2021/06/06 16:05,2023/03/02 03:27,14185182,Janitorial Maintenance,Parks & Recreation,6000 RISING SUN AVE,19111.0,Closed,Janitorial Maintenance,Trash,Recreation Center,,No,,,"After party on 6-5-21 the Residence of 313  or 311 Lardner Street who ever applied for the permit to close the street left trash in the park . Baby swimming pool and other trash all over the grass in park and trash in the street. Didn?t mind the party but the trash that was left behind was uncalled for.

 Custom Fields: 
Custom fields:
Name of the park: Lawncrest Rec. .
Describe the issue: After having the party they left the park with all this trash that wasn?t there before the party. The trash came from the people attending the party that day.
Exact location within the park: . The party was on Lardner St between Hasbrook Ave & Shelbourne St.
Large Crew & Heavy Machinery To Clean Up?: No",40.0455771,-75.1003498,5001M00001ikPZl,,2021,POINT (491439.8681810404 4432820.673944734)
2021/06/12 18:47,2025/01/24 10:16,14200596,Janitorial Maintenance,Parks & Recreation,5100 PINE ST,19143.0,Closed,Janitorial Maintenance,Trash,Park,,No,Other,Litter,"Trash has not been picked up below Malcom X Park since June 5th. This is not acceptable! Trash is piling up on the streets and the smell is ridiculous!

 Custom Fields: 
Custom fields:
Large Crew & Heavy Machinery To Clean Up?: No
Is there commercial hazardous waste?: No
Is the trash in the bike lane, street or the sidewalk?: Sidewalk",39.9533839,-75.2252222,5001M00001jBWcD,5001M00001f8M4T,2021,POINT (480762.02525701205 4422607.589282341)
2021/06/13 10:50,2021/07/21 11:03,14200898,Janitorial Maintenance,Parks & Recreation,4447 MORRIS ST,19144.0,Closed,Janitorial Maintenance,Litter,Park,,No,Mattress and Furniture,Litter,"This mattress was dumped in the park at the end of W Milne st. a few weeks ago. Would be great to have removed so kids don't play on it. Thank you!

Large Crew & Heavy Machinery To Clean Up?: No
Is the trash in the bike lane, street or the sidewalk?: Sidewalk
Is there commercial hazardous waste?: No",40.0195154,-75.1654252,5001M00001jBb9s,5001M00001jAjcn,2021,POINT (485883.37187603296 4429936.345416126)
2021/06/14 10:36,2021/06/19 14:57,14202321,Janitorial Maintenance,Parks & Recreation,COBBS CREEK PKWY & THOMAS AVE,,Closed,Janitorial Maintenance,Trash,Park,,Yes,,,"https://twitter.com/XO_LM/status/1403515311538724873

Do other city parks have persistent issues w/ shortdumping? Being on the county line I feel like #CobbsCreek gets it from both sides. This was the view today, at #cobbscreekparkway &  Thomas. Three distinct piles, 50yds from a playground. 
@philly311
 
@PhilaParkandRec",39.9415459,-75.2379973,5001M00001jBnJ2,,2021,POINT (479667.2994848715 4421296.529669635)
2021/06/14 14:07,,14203491,Janitorial Maintenance,Parks & Recreation,11817 WALDEMIRE DR,19154.0,In-Progress,Janitorial Maintenance,Litter,Park,1.0,No,,,"Fairmount Drainage Way

someone dumped 2 bed frames (?) and a car seat and other random junk in the treeline.

How do you access rear?: not in rear.
Is problem in the rear of the property?: No
Specific Location: treeline across from 11817/11815 waldemire drive",40.0874783,-74.9804715,5001M00001jBtro,,2021,POINT (501664.8177917864 4437466.710489329)
2021/06/14 18:02,2021/06/19 15:22,14204468,Janitorial Maintenance,Parks & Recreation,2515 S 78TH ST,19153.0,Closed,Janitorial Maintenance,Litter,Park,,Yes,Mattress and Furniture,Litter,"Open Grass Area in the rear of Bartram High School
Furniture in Alley between school and open land


Is the trash in the bike lane, street or the sidewalk?: Residential or Commercial Property - please contact Philly311
Large Crew & Heavy Machinery To Clean Up?: Yes
Is there commercial hazardous waste?: No",39.9070877,-75.2491288,5001M00001jC00s,,2021,POINT (478705.6344154513 4417474.645562365)
2021/06/14 22:01,2021/07/20 13:49,14204758,Janitorial Maintenance,Parks & Recreation,BROUS AVE & LEXINGTON AVE,,Closed,Janitorial Maintenance,Litter,Park,,No,,,"Looks like some sort of altar w/religious artifacts and food containers


Name of the park: Pennypack
Describe the issue: Appears to include storage boxes with religious artifacts and other items.
Exact location within the park: Just on the corner
Large Crew & Heavy Machinery To Clean Up?: No",40.0492203,-75.0504213,5001M00001jC4RX,5001M00001jCuqW,2021,POINT (495699.14469481836 4433221.431424064)
2021/06/15 18:19,2021/07/20 13:48,14208282,Janitorial Maintenance,Parks & Recreation,3300 DECATUR ST,19136.0,Closed,Janitorial Maintenance,Glass; Trash; Litter,Park,1.0,No,,,customer reporting illegal dumping at the park entrance across the street from the above address per caller trash & tires,40.0450785,-75.0325107,5001M00001jCNYz,,2021,POINT (497226.72209901834 4432761.016941233)
2021/06/17 14:07,2021/07/21 19:52,14214046,Janitorial Maintenance,Parks & Recreation,5710-18 GERMANTOWN AVE,19144.0,Closed,Janitorial Maintenance,Trash,Park,4.0,No,,,"Grass is a foot tall, trash needs to be collected

 Custom Fields: 
Custom fields:
Name of the park: Vernon Park
Describe the issue: Grass needs mowing, litter removal required
Exact location within the park: Entire park, lots of trash overflowing cans by picnic tables
Large Crew & Heavy Machinery To Clean Up?: No",40.0363389,-75.175324,5001M00001jCxO4,,2021,POINT (485042.3280999505 4431805.215165196)
2021/06/19 11:23,2022/12/29 14:46,14217828,Janitorial Maintenance,Parks & Recreation,1600 E MOYAMENSING AVE,19148.0,Closed,Janitorial Maintenance,Trash,Park,,No,Construction Material,,"Should have been picked up on Friday. No notice from the city about a delay

 Custom Fields: 
Custom fields:
Type of Collection Missed: Both",39.9280006,-75.150808,5001M00001jDThE,5001M00001ZYrNW,2021,POINT (487113.56181561894 4419776.924078742)
2021/06/21 19:04,2022/03/17 05:41,14223299,Janitorial Maintenance,Parks & Recreation,HOLME AVE & WINCHESTER AVE,,Closed,Janitorial Maintenance,Trash,Park,,No,Construction Materials,Construction Debris,"Trash dumped in the trees

Large Crew & Heavy Machinery To Clean Up?: No
Is the trash in the bike lane, street or the sidewalk?: Sidewalk
Is there commercial hazardous waste?: No",40.0572704,-75.0341989,5001M00001jE4Q8,5001M00001P5KWR,2021,POINT (497083.23238582356 4434114.26455675)
